Name,Online_Name,Description,Short_Code,Short_Code_2,Sap_Code,HSN_Code,Parent_Category,Category,Category_online_display,Price,Attributes,Active_in_All_Areas,Goods_Services,Rank,Packing_Charges,Allow_Decimal_Qty,Addon_Group_Name,Addon_Group_Selection,Addon_Group_Min,Addon_Group_Max,Variation_group_name,Variation,Variation_Price,Variation_Sap_Code,Variation_Packing_Charges,Variation,Variation_Price,Variation_Sap_Code,Variation_Packing_Charges
"Faboulous 4 Cheese Pizza","8"" Faboulous 4 Cheese Pizza","Sweet Golden Corn, Spicy Jalapenos, And Olives, Finished With A Rich Blend Of Four Cheeses.",177,,,,,"8 Pizza","8 Pizza",275,veg,No,services,1,15,Yes,"Add On",S,0,1
"Grilled Mushroom Pizza","8"" Grilled Mushroom Pizza","Seasoned Mushrooms With Bell Peppers And Olives, Finished With Mozzarella Cheese.",178,,,,,"8 Pizza","8 Pizza",275,veg,No,services,1,15,Yes,"Add On",S,0,1
"Arrabbiata With Fusilli Pasta","Arrabbiata With Fusilli Pasta","Garden Vegetables And Basil In A Spicy Tomato-Based Sauce, Topped With Parmesan Cheese.",180,,,,,Pasta,Pasta,190,veg,No,services,1,10,Yes,,,,
"Alfredo With Penne Pasta","Alfredo With Penne Pasta","A Rich, Creamy White Sauce With Garden-Fresh Vegetables And Herbs, Delicately Topped With Parmesan Cheese.",181,,,,,Pasta,Pasta,190,veg,No,services,1,10,Yes,,,,
"Blend Of Sauces With Fusilli Pasta.","Blend Of Sauces With Fusilli Pasta.","A Rich Blend Of Spicy Tomato And Creamy White Sauce, Combined With Fresh Vegetables And Herbs, Finished With A Topping Of Parmesan Cheese.",182,,,,,Pasta,Pasta,190,veg,No,services,1,10,Yes,,,,
"Pesto With Penne Pasta","Pesto With Penne Pasta","Pesto Sauce With Vegetables And Fresh Cream, Topped With Parmesan Cheese.",183,,,,,Pasta,Pasta,210,veg,No,services,1,10,Yes,,,,
"Gift 1","Gift 1",,184,,,,,"Gift Items","Gift Items",50,veg,No,services,1,0,Yes,,,,
"Gift 2","Gift 2",,185,,,,,"Gift Items","Gift Items",0,veg,No,services,1,0,Yes,,,,
"Gidt 3","Gidt 3",,186,,,,,"Gift Items","Gift Items",100,veg,No,services,1,0,Yes,,,,
"Gift 4","Gift 4",,187,,,,,"Gift Items","Gift Items",0,veg,No,services,1,0,Yes,,,,
"Gift 5","Gift 5",,188,,,,,"Gift Items","Gift Items",150,veg,No,services,1,0,Yes,,,,
"Gift 6","Gift 6",,189,,,,,"Gift Items","Gift Items",200,veg,No,services,1,0,Yes,,,,
"Parcel 5","Parcel 5",,555,,,,,"Parcel Charges",,5,veg,No,services,1,0,Yes,,,,
"Parcel 10","parcel 10",,666,,,,,"Parcel Charges",,10,veg,No,services,1,0,Yes,,,,
"Opera Cake","opera cake",,"opera cake",,,,,"Pastry Cakes","Pastry Cakes",190,veg,No,services,1,10,Yes,,,,
"Masala Chips","masala chips",,"masala chips",,,,,FG,"Sugar candies",70,veg,No,services,1,0,Yes,,,,
"Salted Chips","salted chips",,"salted chips",,,,,FG,"Sugar candies",70,veg,No,services,1,0,Yes,,,,
"Navratan Mixture","navratan mixture",,"navratan mixture",,,,,FG,"Sugar candies",130,veg,No,services,1,0,Yes,,,,
"Chocolate Donut","chocolate donut",,"chocolate donut",,,,,Cakes,Cakes,100,veg,No,services,1,0,Yes,,,,
"Caramal Donut","caremal donut",,"caremal donut",,,,,Cakes,Cakes,100,veg,No,services,1,0,Yes,,,,
"Swiss Roll","swiss roll",,"swiss roll",,,,,Cakes,Cakes,100,veg,No,services,1,0,Yes,,,,
"Little Heart","little heart",,"little heart",,,,,Cakes,Cakes,60,veg,No,services,1,0,Yes,,,,
"Half Pound Bread","half pound bread",,"half pound bread",,,,,Breads,,30,veg,No,services,1,0,Yes,,,,
"Plain Cup Cake","plain cup cake",,"plain cup cake",,,,,Cakes,Cakes,80,veg,No,services,1,0,Yes,,,,
"Vanilla Tea Cake","vanilla tea cake",,"vanilla tea cake",,,,,Cakes,Cakes,125,veg,No,services,1,0,Yes,,,,
"Milk Cadbury Cracker Balls","milk cadbury cracker balls",,"milk cadbury cracker",,,,,FG,"Sugar candies",149,veg,No,services,1,0,Yes,,,,
"Rose Petal Cashew Coated Chocolate","rose petal cashew coated chocolate",,"rose petal cashew co",,,,,FG,"Sugar candies",199,veg,No,services,1,0,Yes,,,,
"Pista Kulfi Almond Coated Chocolate","pista kulfi almond coated chocolate",,"pista kulfi almond c",,,,,FG,"Sugar candies",199,veg,No,services,1,0,Yes,,,,
"Mango Cashew Coated Chocolate","mango cashew coated chocolate",,"mango cashew coated",,,,,FG,"Sugar candies",199,veg,No,services,1,0,Yes,,,,
"Oreo Almond Coated Chocolate","oreo almond coated chocolate",,"oreo almond coated c",,,,,FG,"Sugar candies",199,veg,No,services,1,0,Yes,,,,
"Biscoff Almond Coated Chocolate","biscoff almond coated chocolate",,"biscoff almond coate",,,,,FG,"Sugar candies",199,veg,No,services,1,0,Yes,,,,
"Assorted Bites (6pcs)","assorted bites (6pcs)",,"assorted bites (6pcs",,,,,Hampers,,275,veg,No,services,1,0,Yes,,,,
"Assorted Bites (9pcs)","assorted bites (9pcs)",,"assorted bites (9pc)",,,,,Hampers,,400,veg,No,services,1,0,Yes,,,,
"Hazulnut Cookies","hazulnut cookies",,"hazulnut cookies",,,,,Cookies,,100,veg,No,services,1,0,Yes,,,,
"Pista Cookies","pista cookies",,"pista cookies",,,,,Cookies,,150,veg,No,services,1,0,Yes,,,,
"Chocolate Cookies","chocolate cookies",,"chocolate cookies",,,,,Cookies,,100,veg,No,services,1,0,Yes,,,,
"Biscoff Cookies","biscoff cookies",,"biscoff cookies",,,,,Cookies,,100,veg,No,services,1,0,Yes,,,,
"Assorted Cookies","assorted cookies",,"assorted cookies",,,,,Cookies,,250,veg,No,services,1,0,Yes,,,,
"Pesto Pizza","pest pizza",,"pest pizza",,,,,"8 Pizza","8 Pizza",325,veg,No,services,1,0,Yes,,,,
"Veg Small Puff","veg small puff",,"veg small puff",,,,,Savoury,Savoury,30,veg,No,services,1,0,Yes,,,,
"Snack Box","snack box",,"snack box",,,,,Savoury,Savoury,100,veg,No,services,1,0,Yes,,,,
"Veg Panini Sandwitch","veg panini sandwich",,"veg panini sandwich",,,,,Savoury,Savoury,120,veg,No,services,1,0,Yes,,,,
"Paneer Panini Sandwitch","panner pa",,"panner pa",,,,,Savoury,Savoury,140,veg,No,services,1,0,Yes,,,,
